,Date,Yahoo,Microsoft,Google,Facebook,Apple
837,2012-08-31,14.65,30.82,685.091148,32.209997,665.240005
836,2012-09-04,14.89,30.389999,681.041167,31.959998,674.970001
835,2012-09-05,15.09,30.389999,680.721185,32.36,670.230026
834,2012-09-06,15.11,31.35,699.401202,32.749999,676.270004
833,2012-09-07,15.22,30.950001,706.151212,33.04,680.43998
832,2012-09-10,15.11,30.719999,700.771188,33.089998,662.739975
831,2012-09-11,15.16,30.790001,692.19116,32.90,660.590019
830,2012-09-12,15.40,30.780001,690.881212,33.059999,669.790016
829,2012-09-13,15.60,30.940001,706.041182,33.549999,682.980011
828,2012-09-14,15.77,31.209999,709.681246,34.679999,691.280014
827,2012-09-17,15.68,31.209999,709.981194,34.179999,699.780022
826,2012-09-18,15.91,31.18,718.281246,33.689997,701.910004
825,2012-09-19,15.86,31.049999,727.501238,33.540001,702.100021
824,2012-09-20,15.79,31.450001,728.121231,33.059999,698.699997
823,2012-09-21,15.74,31.190001,733.991244,33.08,700.089989
822,2012-09-24,16.00,30.780001,749.38126,32.849998,690.790016
821,2012-09-25,15.68,30.389999,749.161261,31.989997,673.540009
820,2012-09-26,15.61,30.17,753.461322,31.929999,665.179977
819,2012-09-27,16.040001,30.16,756.501305,32.22,681.32
818,2012-09-28,15.98,29.76,754.501279,32.209997,667.100021
817,2012-10-01,15.83,29.49,761.781285,31.739998,659.389992
816,2012-10-02,15.94,29.66,756.991295,31.799997,661.309982
815,2012-10-03,16.209999,29.860001,762.501321,31.780001,671.449974
814,2012-10-04,16.27,30.030001,768.051291,31.799997,666.799988
813,2012-10-05,16.09,29.85,767.651298,31.879999,652.589996
812,2012-10-08,16.030001,29.780001,757.841272,31.929999,638.170013
811,2012-10-09,15.85,29.280001,744.091294,31.28,635.850014
810,2012-10-10,15.83,28.98,744.561251,31.329998,640.909996
809,2012-10-11,15.92,28.950001,751.481269,31.549998,628.099983
808,2012-10-12,15.88,29.200001,744.751292,31.419998,629.710007
807,2012-10-15,15.68,29.51,740.981287,31.749999,634.760002
806,2012-10-16,15.92,29.49,744.7013,32.240001,649.789986
805,2012-10-17,16.09,29.59,755.491306,32.419996,644.610001
804,2012-10-18,16.00,29.50,695.001219,32.099996,632.640007
803,2012-10-19,15.84,28.639999,681.791161,31.459998,609.840019
802,2012-10-22,15.77,28.00,678.671167,31.709997,634.029999
801,2012-10-23,16.67,28.049999,680.35115,31.169999,613.359993
800,2012-10-24,16.549999,27.90,677.301181,30.78,616.829979
799,2012-10-25,16.610001,27.879999,677.761151,30.739998,609.539986
798,2012-10-26,16.790001,28.209999,675.151181,30.59,603.999992
797,2012-10-31,16.84,28.540001,680.301158,30.449999,595.320007
796,2012-11-01,16.950001,29.52,687.59115,31.129997,596.540009
795,2012-11-02,17.110001,29.50,687.921179,31.119999,576.800011
794,2012-11-05,17.370001,29.629999,682.961182,31.459998,584.620003
793,2012-11-06,17.459999,29.860001,681.721197,36.799997,582.849976
792,2012-11-07,17.389999,29.08,667.12112,35.799999,558.000008
791,2012-11-08,17.24,28.809999,652.291119,35.33,537.749985
790,2012-11-09,17.26,28.83,663.031133,35.219999,547.059998
789,2012-11-12,17.51,28.219999,665.901169,35.24,542.829994
788,2012-11-13,17.85,27.09,659.051115,35.219999,542.900009
787,2012-11-14,17.83,26.84,652.551123,34.799998,536.880005
786,2012-11-15,17.889999,26.66,647.261096,34.43,525.619987
785,2012-11-16,17.860001,26.52,647.181085,34.47,527.680008
784,2012-11-19,18.360001,26.73,668.21113,35.909997,565.730011
783,2012-11-20,18.24,26.709999,669.971123,36.909998,560.909981
782,2012-11-21,18.40,26.950001,665.87115,36.86,561.700012
781,2012-11-23,18.57,27.700001,667.971158,37.90,571.500023
780,2012-11-26,18.76,27.389999,661.151123,37.789999,589.530022
779,2012-11-27,18.93,27.08,670.711131,37.589998,584.780006
778,2012-11-28,18.91,27.360001,683.67117,38.209998,582.940018
777,2012-11-29,18.870001,26.950001,691.891211,38.419997,589.359978
776,2012-11-30,18.77,26.620001,698.37117,38.060001,585.279991
775,2012-12-03,18.549999,26.43,695.251176,39.270001,586.190025
774,2012-12-04,18.93,26.370001,691.031187,38.489998,575.849976
773,2012-12-05,18.889999,26.67,687.821196,38.599997,538.790009
772,2012-12-06,19.200001,26.73,691.13117,38.769998,547.239975
771,2012-12-07,19.200001,26.459999,684.211152,38.869999,533.250015
770,2012-12-10,19.43,26.940001,685.421178,39.109997,529.819977
769,2012-12-11,19.52,27.32,696.881167,39.279999,541.390015
768,2012-12-12,19.379999,27.24,697.561198,39.84,539.00
767,2012-12-13,19.35,27.110001,702.701189,39.819999,529.689987
766,2012-12-14,19.639999,26.809999,701.961181,39.599997,509.789986
765,2012-12-17,19.690001,27.10,720.781248,40.580001,518.829979
764,2012-12-18,19.620001,27.559999,721.07121,40.229999,533.900017
763,2012-12-19,19.60,27.309999,720.111264,40.049999,526.30999
762,2012-12-20,19.690001,27.68,722.361247,39.909997,521.730019
761,2012-12-21,19.35,27.450001,715.631209,39.049999,519.330017
760,2012-12-24,19.65,27.059999,709.501191,39.240002,520.169983
759,2012-12-26,19.57,26.860001,708.871213,39.229999,512.999992
758,2012-12-27,19.60,26.959999,706.2912,39.240002,515.060013
757,2012-12-28,19.50,26.549999,700.011208,39.040001,509.589981
756,2012-12-31,19.90,26.709999,707.38121,40.049999,532.169991
755,2013-01-02,20.08,27.620001,723.25123,41.499998,549.029976
754,2013-01-03,19.780001,27.25,723.671256,41.569999,542.099991
753,2013-01-04,19.860001,26.74,737.971262,41.659997,526.999992
752,2013-01-07,19.40,26.690001,734.751286,41.220002,523.900002
751,2013-01-08,19.66,26.549999,733.301227,40.38,525.31002
750,2013-01-09,19.32,26.700001,738.121237,41.089997,517.100006
749,2013-01-10,18.99,26.459999,741.481263,41.679998,523.509979
748,2013-01-11,19.290001,26.83,739.99126,41.95,520.300026
747,2013-01-14,19.43,26.889999,723.25123,42.00,501.750015
746,2013-01-15,19.52,27.209999,724.931273,42.009998,485.920013
745,2013-01-16,20.07,27.040001,715.191211,41.639996,506.089981
744,2013-01-17,20.129999,27.25,711.321223,41.759997,502.680023
743,2013-01-18,20.02,27.25,704.511235,41.869996,500.000015
742,2013-01-22,19.90,27.15,702.871197,42.259995,504.770004
741,2013-01-23,20.110001,27.610001,741.501296,42.049996,514.010002
740,2013-01-24,20.440001,27.629999,754.211317,42.419998,450.499977
739,2013-01-25,20.370001,27.879999,753.671274,42.439995,439.880001
738,2013-01-28,20.309999,27.91,750.731274,42.599998,449.830002
737,2013-01-29,19.700001,28.01,753.681322,42.59,458.269981
736,2013-01-30,20.120001,27.85,753.831296,42.229996,456.830002
735,2013-01-31,19.629999,27.450001,755.691272,41.799999,455.489998
734,2013-02-01,19.76,27.93,775.601349,42.699999,453.619995
733,2013-02-04,19.34,27.440001,759.021279,41.909998,442.320004
732,2013-02-05,19.66,27.50,765.741331,45.749996,457.840012
731,2013-02-06,19.85,27.34,770.171333,45.749996,457.350014
730,2013-02-07,20.32,27.280001,773.951324,45.939999,468.220009
729,2013-02-08,20.50,27.549999,785.371369,45.70,474.980003
728,2013-02-11,20.90,27.860001,782.421322,46.049997,479.930023
727,2013-02-12,21.209999,27.879999,780.701335,46.539997,467.900002
726,2013-02-13,21.15,28.030001,782.861321,46.809999,467.009995
725,2013-02-14,21.18,28.040001,787.82138,47.609999,466.590012
724,2013-02-15,21.02,28.01,792.891346,48.069999,460.160011
723,2013-02-19,21.290001,28.049999,806.851398,48.799998,459.990021
722,2013-02-20,20.92,27.870001,792.461334,47.899998,448.850006
721,2013-02-21,20.83,27.49,795.531336,47.099998,446.060009
720,2013-02-22,21.219999,27.76,799.711381,47.659999,450.809998
719,2013-02-25,20.73,27.370001,790.771365,46.47,442.799988
718,2013-02-26,20.76,27.370001,790.13134,47.539998,448.970009
717,2013-02-27,21.16,27.809999,799.781345,48.179998,444.569988
716,2013-02-28,21.309999,27.799999,801.201384,48.029997,441.400009
715,2013-03-01,21.940001,27.950001,806.191401,48.27,430.470013
714,2013-03-04,22.700001,28.15,821.501406,48.289997,420.049988
713,2013-03-05,22.950001,28.35,838.601424,49.599997,431.139988
712,2013-03-06,22.799999,28.09,831.381396,49.349996,425.659996
711,2013-03-07,22.700001,28.139999,832.601408,49.849998,430.580002
710,2013-03-08,22.90,28.00,831.521445,49.759996,431.720001
709,2013-03-11,22.60,27.870001,834.821433,50.499997,437.869995
708,2013-03-12,22.40,27.91,827.611391,49.990001,428.429993
707,2013-03-13,22.34,27.92,825.311416,49.389998,428.349991
706,2013-03-14,22.43,28.139999,821.541411,49.779997,432.499992
705,2013-03-15,22.07,28.040001,814.301411,48.58,443.660007
704,2013-03-18,22.01,28.10,807.791372,48.319996,455.720016
703,2013-03-19,22.17,28.18,811.321406,48.139996,454.489975
702,2013-03-20,22.10,28.32,814.71139,49.099994,452.079987
701,2013-03-21,22.860001,28.110001,811.261367,48.489998,452.729988
700,2013-03-22,23.26,28.25,810.311407,48.459999,461.910011
699,2013-03-25,23.379999,28.16,809.641362,48.529995,463.580009
698,2013-03-26,23.59,28.16,812.421402,49.099994,461.140007
697,2013-03-27,23.59,28.370001,802.661367,48.939996,452.079987
696,2013-03-28,23.530001,28.610001,794.191369,49.229999,442.660011
695,2013-04-01,23.50,28.610001,801.191398,48.499996,428.910004
694,2013-04-02,23.780001,28.799999,813.041394,48.279999,429.789997
693,2013-04-03,23.379999,28.559999,806.201387,47.819998,431.989994
692,2013-04-04,23.52,28.60,795.071366,47.849997,427.71999
691,2013-04-05,23.299999,28.700001,783.051362,47.259997,423.199993
690,2013-04-08,23.48,28.59,774.851354,47.68,426.209995
689,2013-04-09,23.83,29.610001,777.651304,47.619997,426.98
688,2013-04-10,24.200001,30.280001,790.181331,48.609999,435.689999
687,2013-04-11,24.49,28.940001,790.391345,48.509994,434.329994
686,2013-04-12,24.690001,28.790001,790.051329,46.689998,429.800011
685,2013-04-15,23.98,28.690001,781.931333,45.24,419.85001
684,2013-04-16,23.790001,28.969999,793.37135,46.399999,426.240009
683,2013-04-17,23.700001,28.83,782.561372,44.969998,402.800007
682,2013-04-18,23.26,28.790001,765.911339,44.459997,392.049988
681,2013-04-19,23.469999,29.77,799.871342,44.229997,390.530006
680,2013-04-22,23.950001,30.83,800.111374,44.310001,398.670006
679,2013-04-23,24.379999,30.60,807.901403,45.209996,406.12999
678,2013-04-24,24.75,31.76,813.451373,45.399999,405.459988
677,2013-04-25,25.200001,31.940001,809.101381,45.669996,408.380001
676,2013-04-26,24.68,31.790001,801.421383,45.599995,417.199989
675,2013-04-29,24.43,32.610001,819.061382,46.369995,430.119991
674,2013-04-30,24.73,33.099998,824.571408,46.849997,442.779987
673,2013-05-01,24.299999,32.720001,820.431429,45.889998,439.290001
672,2013-05-02,24.969999,33.16,829.611416,46.759995,445.519997
671,2013-05-03,25.07,33.490002,845.721469,47.279998,449.980019
670,2013-05-06,25.17,33.75,861.551483,47.830001,460.709984
669,2013-05-07,26.07,33.310001,857.231449,47.999998,458.660004
668,2013-05-08,26.41,32.990002,873.631526,48.699997,463.839989
667,2013-05-09,26.24,32.66,871.481464,48.830001,456.769974
666,2013-05-10,26.83,32.689999,880.2315,49.289997,452.969994
665,2013-05-13,26.389999,33.029999,877.531533,48.789999,454.740021
664,2013-05-14,26.639999,33.529999,887.101527,49.489998,443.860012
663,2013-05-15,27.34,33.849998,915.89158,44.709998,428.850002
662,2013-05-16,26.58,34.080002,903.871576,42.59,434.580013
661,2013-05-17,26.52,34.869999,909.181575,44.599995,433.26001
660,2013-05-20,26.58,35.080002,908.531564,44.65,442.930004
659,2013-05-21,27.00,34.849998,906.971536,44.299998,439.659996
658,2013-05-22,26.540001,34.610001,889.421534,43.459996,441.349995
657,2013-05-23,26.02,34.150002,882.79154,43.659997,442.139999
656,2013-05-24,26.33,34.27,873.321468,43.259995,445.150002
655,2013-05-28,26.07,35.02,881.271518,43.199997,441.44001
654,2013-05-29,25.809999,34.880001,868.311479,43.549999,444.949997
653,2013-05-30,26.33,35.029999,870.761489,44.319999,451.580002
652,2013-05-31,26.299999,34.900002,871.221521,44.609998,449.730026
651,2013-06-03,26.389999,35.59,867.63151,44.70,450.720009
650,2013-06-04,26.26,34.990002,859.101473,44.819997,449.30999
649,2013-06-05,25.75,34.779999,859.701493,44.70,445.110001
648,2013-06-06,26.209999,34.959999,864.641457,45.419995,438.459995
647,2013-06-07,27.040001,35.669998,879.731524,46.739998,441.810005
646,2013-06-10,26.74,35.470001,890.22152,46.069998,438.889992
645,2013-06-11,26.40,34.84,879.811535,45.119998,437.600002
644,2013-06-12,25.889999,35.00,871.981501,44.150002,432.189999
643,2013-06-13,26.370001,34.720001,877.001476,44.609998,435.959991
642,2013-06-14,26.280001,34.400002,875.041517,44.859999,430.050003
641,2013-06-17,26.540001,35.00,886.251549,45.199998,432.000008
640,2013-06-18,26.66,34.98,900.621519,45.689998,431.769989
639,2013-06-19,26.24,34.59,900.681558,45.589997,422.999989
638,2013-06-20,25.35,33.490002,884.741513,44.360001,416.840008
637,2013-06-21,25.190001,33.27,880.931503,44.349998,413.500011
636,2013-06-24,24.07,33.720001,869.791496,43.049996,402.540001
635,2013-06-25,24.959999,33.669998,866.201484,43.729999,402.62999
634,2013-06-26,25.290001,34.349998,873.651498,44.039998,398.069992
633,2013-06-27,25.469999,34.619999,877.071501,44.679999,393.779987
632,2013-06-28,25.129999,34.540001,880.371488,43.770001,396.53001
631,2013-07-01,25.24,34.360001,887.88154,44.599995,409.219994
630,2013-07-02,24.99,33.939999,882.311537,44.509997,418.490005
629,2013-07-03,25.59,34.009998,886.431543,45.579999,420.799992
628,2013-07-05,25.68,34.209999,893.491549,46.459998,417.419994
627,2013-07-08,25.530001,34.330002,905.091527,47.060001,415.050007
626,2013-07-09,26.68,34.349998,905.241563,47.279998,422.349987
625,2013-07-10,26.559999,34.700001,905.991557,47.389997,420.730003
624,2013-07-11,27.040001,35.689999,920.241572,47.700001,427.289993
623,2013-07-12,27.23,35.669998,923.001578,47.789999,426.510002
622,2013-07-15,27.34,36.169998,924.691608,47.639998,427.44001
621,2013-07-16,26.879999,36.27,919.611594,46.779996,430.199993
620,2013-07-17,29.66,35.740002,918.551603,46.689998,430.310009
619,2013-07-18,29.66,35.439999,910.681564,46.889999,431.760002
618,2013-07-19,29.110001,31.40,896.601557,47.389997,424.949993
617,2013-07-22,27.860001,32.009998,910.701536,47.549996,426.309998
616,2013-07-23,27.360001,31.82,903.801551,47.470001,418.98999
615,2013-07-24,27.84,31.959999,902.901521,47.529995,440.510002
614,2013-07-25,28.27,31.389999,887.701547,47.919994,438.499996
613,2013-07-26,28.110001,31.620001,885.351519,47.759995,440.990013
612,2013-07-29,27.93,31.540001,882.271531,47.319996,447.790009
611,2013-07-30,28.049999,31.85,890.921523,47.50,453.320015
610,2013-07-31,28.09,31.84,887.751538,47.659999,452.529984
609,2013-08-01,27.959999,31.67,904.221578,49.240002,456.679985
608,2013-08-02,27.65,31.889999,906.571544,49.389998,462.539986
607,2013-08-05,27.67,31.700001,905.00153,50.189997,469.449997
606,2013-08-06,27.32,31.58,896.571537,49.959997,465.250008
605,2013-08-07,27.389999,32.060001,890.651532,54.199997,464.979988
604,2013-08-08,27.48,32.889999,892.661544,52.150001,461.010017
603,2013-08-09,27.68,32.700001,890.4115,52.079999,454.449974
602,2013-08-12,28.35,32.869999,885.511541,52.13,467.360016
601,2013-08-13,28.34,32.23,881.251485,52.269998,489.569977
600,2013-08-14,28.049999,32.349998,869.811468,52.209999,498.500008
599,2013-08-15,27.139999,31.790001,859.661487,51.299996,497.909981
598,2013-08-16,27.32,31.799999,856.911467,51.549998,502.330002
597,2013-08-19,26.91,31.389999,865.651456,51.02,507.740005
596,2013-08-20,27.120001,31.620001,865.421471,52.099996,501.07
595,2013-08-21,27.059999,31.610001,869.331464,50.719999,502.360016
594,2013-08-22,27.90,32.389999,873.711475,51.59,502.959976
593,2013-08-23,27.99,34.75,870.211522,51.529997,501.020012
592,2013-08-26,27.700001,34.150002,866.391464,51.33,502.970016
591,2013-08-27,27.00,33.259998,850.151471,50.129999,488.589981
590,2013-08-28,27.110001,33.02,848.551438,50.009997,490.899994
589,2013-08-29,27.299999,33.549999,855.431451,50.349996,491.700012
588,2013-08-30,27.120001,33.400002,846.901475,50.15,487.220016
587,2013-09-03,27.780001,31.879999,860.381462,50.459995,488.579994
586,2013-09-04,28.07,31.200001,871.6315,50.819999,498.690025
585,2013-09-05,28.23,31.23,879.561517,50.659996,495.269974
584,2013-09-06,28.17,31.15,879.581489,50.489999,498.220001
583,2013-09-09,29.24,31.66,888.051548,50.810001,506.169983
582,2013-09-10,29.48,32.389999,888.67154,50.849999,494.639999
581,2013-09-11,29.190001,32.740002,896.191517,52.299997,467.709984
580,2013-09-12,29.65,32.689999,893.061537,51.439999,472.690018
579,2013-09-13,29.26,33.029999,889.071533,51.619999,464.899986
578,2013-09-16,29.620001,32.799999,887.761524,52.649999,450.119995
577,2013-09-17,30.00,32.93,886.1115,53.009998,455.320007
576,2013-09-18,30.440001,33.32,903.321548,53.319998,464.680008
575,2013-09-19,31.030001,33.639999,898.391569,52.740001,472.299995
574,2013-09-20,30.93,32.790001,903.111535,52.009998,467.410004
573,2013-09-23,30.26,32.740002,886.501507,51.790001,490.640015
572,2013-09-24,31.27,32.450001,886.841522,51.899999,489.100006
571,2013-09-25,31.34,32.509998,877.231523,51.749999,481.530006
570,2013-09-26,32.75,32.77,878.171497,51.810002,486.219994
569,2013-09-27,33.549999,33.27,876.391532,52.019996,482.750008
568,2013-09-30,33.169998,33.279999,875.911528,51.74,476.749977
567,2013-10-01,34.310001,33.580002,887.001544,51.990002,487.960007
566,2013-10-02,34.139999,33.919998,887.991509,52.150001,489.55999
565,2013-10-03,33.880001,33.860001,876.091522,51.549998,483.409996
564,2013-10-04,34.889999,33.880001,872.351475,51.919996,483.030014
563,2013-10-07,34.139999,33.299999,865.741514,50.869995,487.750015
562,2013-10-08,32.93,33.009998,853.671458,49.97,480.93998
561,2013-10-09,33.009998,33.07,855.861463,49.739999,486.589989
560,2013-10-10,33.869999,33.759998,868.241516,51.429996,489.639992
559,2013-10-11,34.150002,34.130001,871.991487,52.150001,492.809998
558,2013-10-14,34.00,34.450001,876.111494,52.139998,496.039978
557,2013-10-15,33.380001,34.490002,882.011527,51.869996,498.679985
556,2013-10-16,33.09,34.639999,898.031521,52.36,501.110001
555,2013-10-17,32.740002,34.919998,888.791495,52.999996,504.499985
554,2013-10-18,33.43,34.959999,1011.411708,52.549998,508.889992
553,2013-10-21,34.060001,34.990002,1003.301698,52.959998,521.360023
552,2013-10-22,33.939999,34.580002,1007.001739,53.089998,519.870003
551,2013-10-23,33.099998,33.759998,1031.411782,52.18,524.959999
550,2013-10-24,33.080002,33.720001,1025.551754,51.77,531.910011
549,2013-10-25,32.25,35.73,1015.201747,51.82,525.960022
548,2013-10-28,32.349998,35.57,1015.001719,51.729998,529.880005
547,2013-10-29,33.169998,35.52,1036.241716,51.990002,516.680023
546,2013-10-30,32.57,35.540001,1030.421755,51.599998,524.900024
545,2013-10-31,32.939999,35.41,1030.581776,49.259998,522.699974
544,2013-11-01,33.18,35.529999,1027.041757,50.389998,520.030006
543,2013-11-04,33.189999,35.939999,1026.111769,50.409999,526.75
542,2013-11-05,32.970001,36.639999,1021.521745,50.749998,525.449997
541,2013-11-06,32.880001,38.18,1022.751743,51.189998,520.920013
540,2013-11-07,32.110001,37.50,1007.951699,50.319997,512.490021
539,2013-11-08,33.119999,37.779999,1016.031752,51.029999,520.560005
538,2013-11-11,33.82,37.59,1010.59175,51.189998,519.050011
537,2013-11-12,34.07,37.360001,1011.781743,51.839996,520.009979
536,2013-11-13,35.099998,38.16,1032.471772,52.879999,520.63002
535,2013-11-14,35.689999,38.02,1035.231717,53.279996,528.160019
534,2013-11-15,35.470001,37.84,1033.561782,53.589996,524.990013
533,2013-11-18,34.98,37.200001,1031.551709,53.609997,518.629974
532,2013-11-19,34.630001,36.740002,1025.201753,53.549998,519.549995
531,2013-11-20,35.619999,37.080002,1022.311744,53.139998,514.999985
530,2013-11-21,36.299999,37.400002,1034.071744,53.849995,521.139992
529,2013-11-22,36.490002,37.57,1031.891724,53.259995,519.799988
528,2013-11-25,36.290001,37.639999,1045.931848,52.849995,523.739998
527,2013-11-26,36.639999,37.349998,1058.411823,52.669995,533.399979
526,2013-11-27,36.959999,37.599998,1063.111877,52.709997,545.959999
525,2013-11-29,36.98,38.130001,1059.591768,52.619995,556.069977
524,2013-12-02,37.009998,38.450001,1054.481857,52.740001,551.230026
523,2013-12-03,36.560001,38.310001,1053.261845,52.619995,566.319984
522,2013-12-04,38.130001,38.939999,1058.181837,53.609997,565.000008
521,2013-12-05,38.869999,38.00,1057.341785,52.989997,567.899994
520,2013-12-06,38.860001,38.360001,1069.871873,54.089998,560.019974
519,2013-12-09,38.869999,38.709999,1078.141905,53.339999,566.43
518,2013-12-10,40.220001,38.110001,1084.661869,53.249997,565.54998
517,2013-12-11,39.16,37.610001,1077.291806,52.909998,561.359978
516,2013-12-12,39.349998,37.220001,1069.961809,52.349997,560.539986
515,2013-12-13,39.73,36.689999,1060.791808,52.319998,554.429993
514,2013-12-16,39.73,36.889999,1072.981881,53.019997,557.500023
513,2013-12-17,39.509998,36.52,1069.861826,53.009998,554.990005
512,2013-12-18,40.040001,36.580002,1084.751805,53.449998,550.769989
511,2013-12-19,40.200001,36.25,1086.221897,54.349998,544.459991
510,2013-12-20,40.119999,36.799999,1100.621886,54.839998,549.019989
509,2013-12-23,40.77,36.619999,1115.101886,54.919997,570.090004
508,2013-12-24,40.849998,37.080002,1111.841904,55.529998,567.669975
507,2013-12-26,40.650002,37.439999,1117.461899,55.549995,563.900009
506,2013-12-27,40.490002,37.290001,1118.401934,55.629999,560.089989
505,2013-12-30,40.200001,37.290001,1109.461919,55.83,554.519981
504,2013-12-31,40.439999,37.41,1120.711956,55.88,561.019997
503,2014-01-02,39.59,37.16,1113.121955,55.589997,553.12999
502,2014-01-03,40.119999,36.91,1105.001897,55.88,540.980019
501,2014-01-06,39.93,36.130001,1117.321972,55.559998,543.929993
500,2014-01-07,40.919998,36.41,1138.861917,55.65,540.040024
499,2014-01-08,41.02,35.759998,1141.231977,55.769997,543.460022
498,2014-01-09,40.919998,35.529999,1130.241944,56.159996,536.519997
497,2014-01-10,41.23,36.040001,1130.181906,55.839998,532.939995
496,2014-01-13,39.990002,34.98,1122.981911,54.75,535.730019
495,2014-01-14,41.139999,35.779999,1149.402027,55.849996,546.390022
494,2014-01-15,41.07,36.759998,1148.622013,56.199998,557.359993
493,2014-01-16,40.34,36.889999,1156.221939,56.099998,554.250015
492,2014-01-17,40.009998,36.380001,1150.53198,55.449999,540.669998
491,2014-01-21,39.52,36.169998,1163.702033,55.549995,549.069977
490,2014-01-22,40.18,35.93,1165.022028,57.109996,551.509979
489,2014-01-23,39.389999,36.060001,1160.102036,55.889998,556.179993
488,2014-01-24,37.91,36.810001,1123.831888,54.269998,546.070015
487,2014-01-27,36.650002,36.029999,1101.23183,53.399998,550.500023
486,2014-01-28,38.220001,36.27,1123.01193,53.679998,506.499977
485,2014-01-29,34.889999,36.66,1106.921912,54.039998,500.749992
484,2014-01-30,35.310001,36.860001,1135.391922,55.159996,499.779984
483,2014-01-31,36.009998,37.84,1180.971997,60.409999,500.599976
482,2014-02-03,34.900002,36.48,1133.431963,58.589998,501.529984
481,2014-02-04,35.66,36.349998,1138.161914,58.499996,508.790016
480,2014-02-05,35.490002,35.82,1143.201984,57.909996,512.589996
479,2014-02-06,36.240002,36.18,1159.961986,58.379999,512.509995
478,2014-02-07,37.23,36.560001,1177.441963,60.059997,519.679985
477,2014-02-10,37.759998,36.799999,1172.93195,60.259994,528.989998
476,2014-02-11,38.50,37.169998,1190.182065,61.319997,535.959984
475,2014-02-12,38.110001,37.470001,1186.691975,61.449997,535.919983
474,2014-02-13,38.52,37.610001,1199.902094,62.309999,544.429977
473,2014-02-14,38.23,37.619999,1202.802088,61.719999,543.990021
472,2014-02-18,38.310001,37.419998,1210.88208,62.879999,545.990013
471,2014-02-19,37.810001,37.509998,1202.342118,62.54,537.370003
470,2014-02-20,37.790001,37.75,1204.112036,62.349997,531.149994
469,2014-02-21,37.290001,37.98,1203.792115,62.199996,525.249992
468,2014-02-24,37.419998,37.689999,1212.512071,63.399997,527.550018
467,2014-02-25,37.259998,37.540001,1220.002089,63.299997,522.060013
466,2014-02-26,37.619999,37.470001,1220.172036,63.609997,517.349998
465,2014-02-27,38.470001,37.860001,1219.212151,63.269998,527.670021
464,2014-02-28,38.669998,38.310001,1215.652097,63.199997,526.239975
463,2014-03-03,38.25,37.779999,1202.692058,62.199996,527.76001
462,2014-03-04,39.630001,38.41,1214.912028,62.999996,531.239983
461,2014-03-05,39.50,38.110001,1218.262068,62.549998,532.360008
460,2014-03-06,39.66,38.150002,1219.612082,62.580002,530.749985
459,2014-03-07,38.700001,37.900002,1214.792073,62.959998,530.440018
458,2014-03-10,38.049999,37.82,1211.572035,62.029994,530.919975
457,2014-03-11,37.560001,38.02,1199.99203,62.18,536.089973
456,2014-03-12,37.50,38.27,1207.302054,61.889996,536.609985
455,2014-03-13,37.23,37.889999,1189.062036,61.339998,530.650009
454,2014-03-14,37.599998,37.700001,1172.80207,61.729997,524.68998
453,2014-03-17,39.110001,38.049999,1192.102079,62.36,526.740013
452,2014-03-18,39.450001,39.549999,1211.262039,63.219998,531.399986
451,2014-03-19,38.610001,39.27,1199.252083,63.239999,531.26001
450,2014-03-20,37.77,40.330002,1197.161999,63.349997,528.700005
449,2014-03-21,37.939999,40.16,1183.041986,63.159999,532.86998
448,2014-03-24,36.68,40.50,1157.931941,62.139998,539.190018
447,2014-03-25,35.93,40.34,1158.722002,61.919996,544.98999
446,2014-03-26,35.450001,39.790001,1131.971918,60.819999,539.779991
445,2014-03-27,35.59,39.360001,558.462551,60.099995,537.459991
444,2014-03-28,35.900002,40.299999,559.992565,60.289997,536.859978
443,2014-03-31,35.900002,40.990002,556.972503,60.819999,536.739975
442,2014-04-01,36.490002,41.419998,567.162558,61.499997,541.649994
441,2014-04-02,36.639999,41.349998,567.002574,61.799999,542.549988
440,2014-04-03,35.759998,41.009998,569.742571,61.38,538.790009
439,2014-04-04,34.259998,39.869999,543.14246,60.819999,531.820023
438,2014-04-07,33.07,39.799999,538.152456,59.649997,523.469978
437,2014-04-08,33.830002,39.82,554.902495,60.159998,523.440018
436,2014-04-09,34.869999,40.470001,564.142557,60.649997,530.320015
435,2014-04-10,33.400002,39.360001,540.952433,58.929997,523.480019
434,2014-04-11,32.869999,39.209999,530.602392,58.049998,519.610023
433,2014-04-14,33.450001,39.18,532.522392,59.589999,521.679977
432,2014-04-15,34.209999,39.75,536.442444,60.059997,517.959999
431,2014-04-16,36.349998,40.400002,556.54249,61.179999,519.01001
430,2014-04-17,36.380001,40.009998,536.1024,61.079999,524.940025
429,2014-04-21,36.400002,39.939999,528.622414,60.849994,531.170021
428,2014-04-22,36.139999,39.990002,534.812425,60.709996,531.70002
427,2014-04-23,35.439999,39.689999,526.942391,59.929997,524.750008
426,2014-04-24,35.240002,39.860001,525.162363,59.259998,567.770004
425,2014-04-25,34.48,39.91,516.182352,58.249999,571.93998
424,2014-04-28,33.990002,40.869999,517.152359,58.159997,594.090019
423,2014-04-29,35.830002,40.509998,527.70241,58.589998,592.329979
422,2014-04-30,35.950001,40.400002,526.662388,59.179998,590.089981
421,2014-05-01,36.509998,40.00,531.352435,59.349996,591.480026
420,2014-05-02,36.869999,39.689999,527.932411,59.339997,592.580025
419,2014-05-05,36.91,39.43,527.812392,59.389998,600.959976
